ImageNumber,Image_Metadata_GeneID,Image_Metadata_Plate,Image_Metadata_Well,Signal
1697,ZNF268,P29,C08,1117
1698,LMCD1,P29,C09,1144
1699,SERTAD3,P29,C10,1365
1700,neg,P29,C11,1446
1701,neg,P29,D02,1195
1702,NRBF2,P29,D03,1057
1703,CDKN2AIP,P29,D04,1192
1704,PPARGC1A,P29,D05,1186
1705,neg,P29,D06,1130
1706,ANKRD10,P29,D07,1020
1707,RUVBL2,P29,D08,1045
1708,SRCAP,P29,D09,986
1709,CNOT7,P29,D10,1215
1710,LASS2,P29,D11,1447
1711,Pos,P29,E02,2724
1712,MYST4,P29,E03,1283
1713,ZMYND8,P29,E04,1067
1714,Ebf1,P29,E05,1216
1715,SRCAP,P29,E06,1008
1716,ZNF268,P29,E07,1083
1717,LASS2,P29,E08,969
1718,CDKN2AIP,P29,E09,1131
1719,NRBF2,P29,E10,1301
1720,PPARGC1A,P29,E11,1268
1721,neg,P29,F02,1480
1722,HES6,P29,F03,1101
1723,ANKRD10,P29,F04,1240
1724,RBFOX2,P29,F05,1059
1725,SERTAD3,P29,F06,1022
1726,LMCD1,P29,F07,875
1727,ZMYND8,P29,F08,812
1728,neg,P29,F09,1197
1729,RUVBL2,P29,F10,1248
1730,SERTAD3,P29,F11,982
1731,Pos,P29,G02,2444
1732,PPARGC1A,P29,G03,1203
1733,RUVBL2,P29,G04,1255
1734,SRCAP,P29,G05,894
1735,LASS2,P29,G06,1294
1736,CNOT7,P29,G07,1010
1737,Ebf1,P29,G08,1231
1738,TCERG1,P29,G09,1457
1739,RBFOX2,P29,G10,1284
1740,MYST4,P29,G11,1263
1741,neg,P30,B02,1723
1742,SSBP2,P30,B03,1168
1743,PRPF6,P30,B04,1219
1744,POLR3E,P30,B05,994
1745,CCRN4L,P30,B06,1088
1746,MAFF,P30,B07,1262
1747,ZNF83,P30,B08,986
1748,AHCTF1,P30,B09,1228
1749,Ebf1,P30,B10,1469
1750,EID1,P30,B11,1043
1751,Pos,P30,C02,2796
1752,CAND1,P30,C03,1283
1753,ZNF83,P30,C04,1161
1754,MAFF,P30,C05,1213
1755,TAX1BP3,P30,C06,1346
1756,NUP62,P30,C07,1431
1757,SSBP2,P30,C08,1165
1758,CAND1,P30,C09,1210
1759,ATF7IP,P30,C10,1033
1760,neg,P30,C11,1284
1761,neg,P30,D02,1215
1762,TAX1BP3,P30,D03,1292
1763,CCRN4L,P30,D04,1236
1764,ATF7,P30,D05,1081
1765,neg,P30,D06,923
1766,AHCTF1,P30,D07,829
1767,COPS5,P30,D08,1150
1768,SUB1,P30,D09,973
1769,POLR3E,P30,D10,903
1770,CXXC1,P30,D11,943
1771,Pos,P30,E02,2259
1772,NUP62,P30,E03,1444
1773,PRPF6,P30,E04,1201
1774,Ebf1,P30,E05,1376
1775,SUB1,P30,E06,851
1776,SSBP2,P30,E07,947
1777,CXXC1,P30,E08,1040
1778,CCRN4L,P30,E09,1086
1779,TAX1BP3,P30,E10,1193
1780,ATF7,P30,E11,1340
1781,neg,P30,F02,1563
1782,ZNF83,P30,F03,999
1783,AHCTF1,P30,F04,1519
1784,EID1,P30,F05,1221
1785,ATF7IP,P30,F06,979
1786,CAND1,P30,F07,1118
1787,PRPF6,P30,F08,1114
1788,neg,P30,F09,1179
1789,COPS5,P30,F10,1179
1790,ATF7IP,P30,F11,1007
1791,Pos,P30,G02,2089
1792,ATF7,P30,G03,1237
1793,COPS5,P30,G04,1068
1794,SUB1,P30,G05,986
1795,CXXC1,P30,G06,937
1796,POLR3E,P30,G07,845
1797,Ebf1,P30,G08,1070
1798,MAFF,P30,G09,1222
1799,EID1,P30,G10,1102
1800,NUP62,P30,G11,1176
1801,neg,P31,B02,1025
1802,BAZ2A,P31,B03,1272
1803,ASAP1,P31,B04,1138
1804,ASCC1,P31,B05,1391
1805,ZNF253,P31,B06,1156
1806,DDX20,P31,B07,1225
1807,MYNN,P31,B08,814
1808,PMF1,P31,B09,1191
1809,Ebf1,P31,B10,1274
1810,SUPT16H,P31,B11,1253
1811,Pos,P31,C02,2464
1812,TNNI3K,P31,C03,1236
1813,MYNN,P31,C04,677
1814,DDX20,P31,C05,979
1815,MLXIPL,P31,C06,1583
1816,ZNF277,P31,C07,951
1817,BAZ2A,P31,C08,1020
1818,TNNI3K,P31,C09,893
1819,ZNF593,P31,C10,1225
1820,neg,P31,C11,1030
1821,neg,P31,D02,1248
1822,MLXIPL,P31,D03,1679
1823,ZNF253,P31,D04,915
1824,SS18L1,P31,D05,1003
1825,neg,P31,D06,973
1826,PMF1,P31,D07,730
1827,KANK2,P31,D08,889
1828,WWTR1,P31,D09,1094
1829,ASCC1,P31,D10,1097
1830,ZBTB7B,P31,D11,1684
1831,Pos,P31,E02,2179
1832,ZNF277,P31,E03,1135
1833,ASAP1,P31,E04,1176
1834,Ebf1,P31,E05,1236
1835,WWTR1,P31,E06,1067
1836,BAZ2A,P31,E07,1067
1837,ZBTB7B,P31,E08,846
1838,ZNF253,P31,E09,890
1839,MLXIPL,P31,E10,1226
1840,SS18L1,P31,E11,1376
1841,neg,P31,F02,1338
1842,MYNN,P31,F03,888
1843,PMF1,P31,F04,1334
1844,SUPT16H,P31,F05,940
1845,ZNF593,P31,F06,975
1846,TNNI3K,P31,F07,1077
1847,ASAP1,P31,F08,831
1848,neg,P31,F09,1142
1849,KANK2,P31,F10,831
1850,ZNF593,P31,F11,973
1851,Pos,P31,G02,2458
1852,SS18L1,P31,G03,1500
1853,KANK2,P31,G04,1210
1854,WWTR1,P31,G05,1169
1855,ZBTB7B,P31,G06,1284
1856,ASCC1,P31,G07,1087
1857,Ebf1,P31,G08,1234
1858,DDX20,P31,G09,1137
1859,SUPT16H,P31,G10,1286
1860,ZNF277,P31,G11,1133
1861,neg,P32,B02,856
1862,ZHX1,P32,B03,909
1863,ZNF219,P32,B04,891
1864,SLC2A4RG,P32,B05,841
1865,ZBTB7,P32,B06,783
1866,REA,P32,B07,697
1867,SCAND1,P32,B08,640
1868,H-PLK,P32,B09,690
1869,Ebf1,P32,B10,766
1870,XAB1,P32,B11,728
1871,Pos,P32,C02,1138
1872,ARNTL2,P32,C03,883
1873,SCAND1,P32,C04,821
1874,REA,P32,C05,738
1875,SITPEC,P32,C06,661
1876,DKFZP564C186,P32,C07,717
1877,ZHX1,P32,C08,753
1878,ARNTL2,P32,C09,707
1879,KLF3,P32,C10,685
1880,neg,P32,C11,609
1881,neg,P32,D02,841
1882,SITPEC,P32,D03,826
1883,ZBTB7,P32,D04,854
1884,MYCBP,P32,D05,742
1885,neg,P32,D06,692
1886,H-PLK,P32,D07,671
1887,HSGT1,P32,D08,667
1888,EAP30,P32,D09,554
1889,SLC2A4RG,P32,D10,800
1890,FEM1C,P32,D11,630
1891,Pos,P32,E02,1215
1892,DKFZP564C186,P32,E03,921
1893,ZNF219,P32,E04,922
1894,Ebf1,P32,E05,943
1895,EAP30,P32,E06,750
1896,ZHX1,P32,E07,729
1897,FEM1C,P32,E08,802
1898,ZBTB7,P32,E09,846
1899,SITPEC,P32,E10,670
1900,MYCBP,P32,E11,675
1901,neg,P32,F02,791
1902,SCAND1,P32,F03,793
1903,H-PLK,P32,F04,742
1904,XAB1,P32,F05,736
1905,KLF3,P32,F06,682
1906,ARNTL2,P32,F07,614
1907,ZNF219,P32,F08,715
1908,neg,P32,F09,636
1909,HSGT1,P32,F10,589
1910,KLF3,P32,F11,596
1911,Pos,P32,G02,1256
1912,MYCBP,P32,G03,849
1913,HSGT1,P32,G04,814
1914,EAP30,P32,G05,675
1915,FEM1C,P32,G06,662
1916,SLC2A4RG,P32,G07,877
1917,Ebf1,P32,G08,854
1918,REA,P32,G09,647
1919,XAB1,P32,G10,735
1920,DKFZP564C186,P32,G11,718
1921,neg,P33,B02,666
1922,TRPV2,P33,B03,608
1923,FOXJ3,P33,B04,708
1924,MSRB,P33,B05,683
1925,TTRAP,P33,B06,807
1926,ZHX2,P33,B07,703
1927,KIAA1404,P33,B08,697
1928,PCQAP,P33,B09,680
1929,Ebf1,P33,B10,717
1930,HBP1,P33,B11,638
1931,Pos,P33,C02,928
1932,HDAC7A,P33,C03,718
1933,KIAA1404,P33,C04,633
1934,ZHX2,P33,C05,717
1935,PBXIP1,P33,C06,724
1936,AATF,P33,C07,636
1937,TRPV2,P33,C08,743
1938,HDAC7A,P33,C09,898
1939,XPMC2H,P33,C10,597
1940,neg,P33,C11,667
1941,neg,P33,D02,656
1942,PBXIP1,P33,D03,666
1943,TTRAP,P33,D04,803
1944,OSTF1,P33,D05,810
1945,neg,P33,D06,760
1946,PCQAP,P33,D07,768
1947,ATF5,P33,D08,741
1948,P8,P33,D09,708
1949,MSRB,P33,D10,676
1950,ANKFY1,P33,D11,650
1951,Pos,P33,E02,1016
1952,AATF,P33,E03,630
1953,FOXJ3,P33,E04,648
1954,Ebf1,P33,E05,835
1955,P8,P33,E06,826
1956,TRPV2,P33,E07,660
1957,ANKFY1,P33,E08,660
1958,TTRAP,P33,E09,695
1959,PBXIP1,P33,E10,660
1960,OSTF1,P33,E11,672
1961,neg,P33,F02,683
1962,KIAA1404,P33,F03,778
1963,PCQAP,P33,F04,727
1964,HBP1,P33,F05,635
1965,XPMC2H,P33,F06,596
1966,HDAC7A,P33,F07,714
1967,FOXJ3,P33,F08,662
1968,neg,P33,F09,748
1969,ATF5,P33,F10,748
1970,XPMC2H,P33,F11,523
1971,Pos,P33,G02,1072
1972,OSTF1,P33,G03,635
1973,ATF5,P33,G04,710
1974,P8,P33,G05,760
1975,ANKFY1,P33,G06,631
1976,MSRB,P33,G07,585
1977,Ebf1,P33,G08,760
1978,ZHX2,P33,G09,701
1979,HBP1,P33,G10,626
1980,AATF,P33,G11,610
1981,neg,P34,B02,694
1982,GATAD2B,P34,B03,635
1983,SIRT2,P34,B04,629
1984,ELL2,P34,B05,578
1985,TCF25,P34,B06,848
1986,SND1,P34,B07,608
1987,SNW1,P34,B08,574
1988,SPEN,P34,B09,589
1989,Ebf1,P34,B10,701
1990,ATF6,P34,B11,624
1991,Pos,P34,C02,925
1992,INVS,P34,C03,615
1993,SNW1,P34,C04,629
1994,SND1,P34,C05,650
1995,AFF4,P34,C06,651
1996,ARID1B,P34,C07,980
1997,GATAD2B,P34,C08,823
1998,INVS,P34,C09,676
1999,FOXP1,P34,C10,635
2000,neg,P34,C11,591
2001,neg,P34,D02,717
2002,AFF4,P34,D03,662
2003,TCF25,P34,D04,786
2004,MKL2,P34,D05,683
2005,neg,P34,D06,661
2006,SPEN,P34,D07,728
2007,TRIM33,P34,D08,707
2008,PIAS4,P34,D09,540
2009,ELL2,P34,D10,568
2010,TAF5L,P34,D11,630
2011,Pos,P34,E02,1019
2012,ARID1B,P34,E03,963
2013,SIRT2,P34,E04,722
2014,Ebf1,P34,E05,802
2015,PIAS4,P34,E06,678
2016,GATAD2B,P34,E07,678
2017,TAF5L,P34,E08,732
2018,TCF25,P34,E09,704
2019,AFF4,P34,E10,636
2020,MKL2,P34,E11,685
2021,neg,P34,F02,650
2022,SNW1,P34,F03,696
2023,SPEN,P34,F04,724
2024,ATF6,P34,F05,715
2025,FOXP1,P34,F06,626
2026,INVS,P34,F07,581
2027,SIRT2,P34,F08,756
2028,neg,P34,F09,668
2029,TRIM33,P34,F10,718
2030,FOXP1,P34,F11,588
2031,Pos,P34,G02,944
2032,MKL2,P34,G03,658
2033,TRIM33,P34,G04,725
2034,PIAS4,P34,G05,585
2035,TAF5L,P34,G06,662
2036,ELL2,P34,G07,589
2037,Ebf1,P34,G08,788
2038,SND1,P34,G09,584
2039,ATF6,P34,G10,604
2040,ARID1B,P34,G11,927
2041,neg,P35,B02,634
2042,HTATSF1,P35,B03,678
2043,HOMEZ,P35,B04,629
2044,SUFU,P35,B05,647
2045,RNF25,P35,B06,697
2046,MKL1,P35,B07,670
2047,CALCOCO1,P35,B08,604
2048,NSD1,P35,B09,731
2049,Ebf1,P35,B10,736
2050,ASB1,P35,B11,654
2051,Pos,P35,C02,978
2052,TFB2M,P35,C03,662
2053,CALCOCO1,P35,C04,731
2054,MKL1,P35,C05,633
2055,TRIB3,P35,C06,620
2056,TAF9B,P35,C07,590
2057,HTATSF1,P35,C08,659
2058,TFB2M,P35,C09,698
2059,POLR3K,P35,C10,652
2060,neg,P35,C11,596
2061,neg,P35,D02,672
2062,TRIB3,P35,D03,617
2063,RNF25,P35,D04,720
2064,ZNF398,P35,D05,668
2065,neg,P35,D06,712
2066,NSD1,P35,D07,833
2067,KLF13,P35,D08,804
2068,KIDINS220,P35,D09,604
2069,SUFU,P35,D10,590
2070,RSF1,P35,D11,550
2071,Pos,P35,E02,1090
2072,TAF9B,P35,E03,580
2073,HOMEZ,P35,E04,648
2074,Ebf1,P35,E05,878
2075,KIDINS220,P35,E06,656
2076,HTATSF1,P35,E07,625
2077,RSF1,P35,E08,642
2078,RNF25,P35,E09,719
2079,TRIB3,P35,E10,587
2080,ZNF398,P35,E11,618
2081,neg,P35,F02,657
2082,CALCOCO1,P35,F03,745
2083,NSD1,P35,F04,798
2084,ASB1,P35,F05,802
2085,POLR3K,P35,F06,595
2086,TFB2M,P35,F07,591
2087,HOMEZ,P35,F08,648
2088,neg,P35,F09,615
2089,KLF13,P35,F10,694
2090,POLR3K,P35,F11,591
2091,Pos,P35,G02,947
2092,ZNF398,P35,G03,529
2093,KLF13,P35,G04,703
2094,KIDINS220,P35,G05,560
2095,RSF1,P35,G06,595
2096,SUFU,P35,G07,591
2097,Ebf1,P35,G08,734
2098,MKL1,P35,G09,718
2099,ASB1,P35,G10,675
2100,TAF9B,P35,G11,530
2101,neg,P36,B02,631
2102,EAF1,P36,B03,592
2103,LASS5,P36,B04,615
2104,IRX1,P36,B05,571
2105,AEBP1,P36,B06,650
2106,CREB3L1,P36,B07,669
2107,CHURC1,P36,B08,645
2108,AES,P36,B09,607
2109,Ebf1,P36,B10,838
2110,DDX54,P36,B11,633
2111,Pos,P36,C02,900
2112,ANKRD46,P36,C03,672
2113,CHURC1,P36,C04,634
2114,CREB3L1,P36,C05,742
2115,ABL1,P36,C06,702
2116,GPBP1,P36,C07,642
2117,EAF1,P36,C08,673
2118,ANKRD46,P36,C09,677
2119,BHLHE41,P36,C10,730
2120,neg,P36,C11,598
2121,neg,P36,D02,702
2122,ABL1,P36,D03,727
2123,AEBP1,P36,D04,709
2124,MED30,P36,D05,554
2125,neg,P36,D06,732
2126,AES,P36,D07,625
2127,ANKRD57,P36,D08,736
2128,NFKBIZ,P36,D09,618
2129,IRX1,P36,D10,558
2130,HMGN5,P36,D11,773
2131,Pos,P36,E02,1193
2132,GPBP1,P36,E03,631
2133,LASS5,P36,E04,667
2134,Ebf1,P36,E05,768
2135,NFKBIZ,P36,E06,721
2136,EAF1,P36,E07,714
2137,HMGN5,P36,E08,770
2138,AEBP1,P36,E09,709
2139,ABL1,P36,E10,671
2140,MED30,P36,E11,596
2141,neg,P36,F02,657
2142,CHURC1,P36,F03,753
2143,AES,P36,F04,720
2144,DDX54,P36,F05,661
2145,BHLHE41,P36,F06,795
2146,ANKRD46,P36,F07,651
2147,LASS5,P36,F08,588
2148,neg,P36,F09,625
2149,ANKRD57,P36,F10,698
2150,BHLHE41,P36,F11,785
2151,Pos,P36,G02,963
2152,MED30,P36,G03,583
2153,ANKRD57,P36,G04,701
2154,NFKBIZ,P36,G05,636
2155,HMGN5,P36,G06,682
2156,IRX1,P36,G07,657
2157,Ebf1,P36,G08,795
2158,CREB3L1,P36,G09,678
2159,DDX54,P36,G10,633
2160,GPBP1,P36,G11,600
2161,neg,P37,B02,713
2162,AHR,P37,B03,698
2163,DNTTIP1,P37,B04,672
2164,FOXP4,P37,B05,793
2165,DAXX,P37,B06,715
2166,TGS1,P37,B07,856
2167,CTBP1,P37,B08,641
2168,PTGES2,P37,B09,731
2169,Ebf1,P37,B10,798
2170,HMBOX1,P37,B11,643
2171,Pos,P37,C02,1068
2172,CUX1,P37,C03,574
2173,CTBP1,P37,C04,683
2174,TGS1,P37,C05,882
2175,CTNNB1,P37,C06,674
2176,APEX1,P37,C07,706
2177,AHR,P37,C08,672
2178,CUX1,P37,C09,658
2179,GLIS3,P37,C10,636
2180,neg,P37,C11,548
2181,neg,P37,D02,708
2182,CTNNB1,P37,D03,574
2183,DAXX,P37,D04,678
2184,LASS4,P37,D05,666
2185,neg,P37,D06,695
2186,PTGES2,P37,D07,778
2187,AR,P37,D08,750
2188,CITED4,P37,D09,697
2189,FOXP4,P37,D10,682
2190,ZNF384,P37,D11,675
2191,Pos,P37,E02,1068
2192,APEX1,P37,E03,688
2193,DNTTIP1,P37,E04,702
2194,Ebf1,P37,E05,794
2195,CITED4,P37,E06,699
2196,AHR,P37,E07,660
2197,ZNF384,P37,E08,800
2198,DAXX,P37,E09,696
2199,CTNNB1,P37,E10,569
2200,LASS4,P37,E11,582
2201,neg,P37,F02,689
2202,CTBP1,P37,F03,658
2203,PTGES2,P37,F04,807
2204,HMBOX1,P37,F05,613
2205,GLIS3,P37,F06,620
2206,CUX1,P37,F07,652
2207,DNTTIP1,P37,F08,687
2208,neg,P37,F09,612
2209,AR,P37,F10,677
2210,GLIS3,P37,F11,641
2211,Pos,P37,G02,952
2212,LASS4,P37,G03,527
2213,AR,P37,G04,647
2214,CITED4,P37,G05,656
2215,ZNF384,P37,G06,699
2216,FOXP4,P37,G07,762
2217,Ebf1,P37,G08,769
2218,TGS1,P37,G09,817
2219,HMBOX1,P37,G10,552
2220,APEX1,P37,G11,703
2221,neg,P38,B02,694
2222,NAA15,P38,B03,1173
2223,HIPK1,P38,B04,790
2224,HMGA1,P38,B05,770
2225,APOL6,P38,B06,740
2226,HMGN1,P38,B07,920
2227,JAZF1,P38,B08,722
2228,CLPB,P38,B09,817
2229,Ebf1,P38,B10,958
2230,PUS1,P38,B11,792
2231,Pos,P38,C02,1376
2232,ZFP91,P38,C03,677
2233,JAZF1,P38,C04,723
2234,HMGN1,P38,C05,891
2235,JDP2,P38,C06,678
2236,TWIST2,P38,C07,846
2237,NAA15,P38,C08,1250
2238,ZFP91,P38,C09,742
2239,ZNF498,P38,C10,703
2240,neg,P38,C11,605
2241,neg,P38,D02,667
2242,JDP2,P38,D03,826
2243,APOL6,P38,D04,725
2244,AEBP2,P38,D05,565
2245,neg,P38,D06,666
2246,CLPB,P38,D07,923
2247,EPC1,P38,D08,872
2248,AGAP3,P38,D09,745
2249,HMGA1,P38,D10,737
2250,FOXK1,P38,D11,723
2251,Pos,P38,E02,1171
2252,TWIST2,P38,E03,727
2253,HIPK1,P38,E04,723
2254,Ebf1,P38,E05,885
2255,AGAP3,P38,E06,791
2256,NAA15,P38,E07,1239
2257,FOXK1,P38,E08,816
2258,APOL6,P38,E09,774
2259,JDP2,P38,E10,732
2260,AEBP2,P38,E11,563
2261,neg,P38,F02,684
2262,JAZF1,P38,F03,728
2263,CLPB,P38,F04,745
2264,PUS1,P38,F05,780
2265,ZNF498,P38,F06,709
2266,ZFP91,P38,F07,695
2267,HIPK1,P38,F08,687
2268,neg,P38,F09,599
2269,EPC1,P38,F10,815
2270,ZNF498,P38,F11,753
2271,Pos,P38,G02,1091
2272,AEBP2,P38,G03,609
2273,EPC1,P38,G04,824
2274,AGAP3,P38,G05,678
2275,FOXK1,P38,G06,746
2276,HMGA1,P38,G07,745
2277,Ebf1,P38,G08,821
2278,HMGN1,P38,G09,877
2279,PUS1,P38,G10,720
2280,TWIST2,P38,G11,719
2281,neg,P39,B02,642
2282,ANKRD54,P39,B03,795
2283,JUN,P39,B04,728
2284,JUNB,P39,B05,808
2285,ANKRD52,P39,B06,663
2286,JARID2,P39,B07,727
2287,PPARGC1B,P39,B08,685
2288,LRCH4,P39,B09,795
2289,Ebf1,P39,B10,792
2290,IRF7,P39,B11,583
2291,Pos,P39,C02,909
2292,KLF16,P39,C03,666
2293,PPARGC1B,P39,C04,681
2294,JARID2,P39,C05,638
2295,MTPN,P39,C06,740
2296,TAF8,P39,C07,646
2297,ANKRD54,P39,C08,706
2298,KLF16,P39,C09,710
2299,JUND,P39,C10,666
2300,neg,P39,C11,657
2301,neg,P39,D02,641
2302,MTPN,P39,D03,746
2303,ANKRD52,P39,D04,706
2304,ZBTB38,P39,D05,758
2305,neg,P39,D06,676
2306,LRCH4,P39,D07,759
2307,TCF7L1,P39,D08,576
2308,TSC22D4,P39,D09,561
2309,JUNB,P39,D10,711
2310,ZMIZ2,P39,D11,682
2311,Pos,P39,E02,951
2312,TAF8,P39,E03,686
2313,JUN,P39,E04,715
2314,Ebf1,P39,E05,896
2315,TSC22D4,P39,E06,718
2316,ANKRD54,P39,E07,711
2317,ZMIZ2,P39,E08,900
2318,ANKRD52,P39,E09,640
2319,MTPN,P39,E10,760
2320,ZBTB38,P39,E11,669
2321,neg,P39,F02,645
2322,PPARGC1B,P39,F03,646
2323,LRCH4,P39,F04,834
2324,IRF7,P39,F05,711
2325,JUND,P39,F06,758
2326,KLF16,P39,F07,630
2327,JUN,P39,F08,720
2328,neg,P39,F09,718
2329,TCF7L1,P39,F10,695
2330,JUND,P39,F11,680
2331,Pos,P39,G02,946
2332,ZBTB38,P39,G03,641
2333,TCF7L1,P39,G04,604
2334,TSC22D4,P39,G05,595
2335,ZMIZ2,P39,G06,780
2336,JUNB,P39,G07,748
2337,Ebf1,P39,G08,851
2338,JARID2,P39,G09,578
2339,IRF7,P39,G10,638
2340,TAF8,P39,G11,623
2341,neg,P40,B02,670
2342,PTRF,P40,B03,737
2343,SMAD4,P40,B04,736
2344,SMAD5,P40,B05,545
2345,MRI1,P40,B06,698
2346,SMAD3,P40,B07,605
2347,PCGF6,P40,B08,654
2348,ZNF397,P40,B09,681
2349,Ebf1,P40,B10,783
2350,STON1-GTF2A1L,P40,B11,620
2351,Pos,P40,C02,1081
2352,ASB8,P40,C03,839
2353,PCGF6,P40,C04,662
2354,SMAD3,P40,C05,761
2355,ARID5B,P40,C06,847
2356,ZNF326,P40,C07,566
2357,PTRF,P40,C08,804
2358,ASB8,P40,C09,763
2359,FAM172A,P40,C10,600
2360,neg,P40,C11,624
2361,neg,P40,D02,700
2362,ARID5B,P40,D03,762
2363,MRI1,P40,D04,680
2364,SMAD2,P40,D05,721
2365,neg,P40,D06,644
2366,ZNF397,P40,D07,698
2367,SMAD1,P40,D08,571
2368,MXD1,P40,D09,631
2369,SMAD5,P40,D10,464
2370,ZNF394,P40,D11,634
2371,Pos,P40,E02,1153
2372,ZNF326,P40,E03,618
2373,SMAD4,P40,E04,833
2374,Ebf1,P40,E05,799
2375,MXD1,P40,E06,736
2376,PTRF,P40,E07,710
2377,ZNF394,P40,E08,718
2378,MRI1,P40,E09,697
2379,ARID5B,P40,E10,834
2380,SMAD2,P40,E11,700
2381,neg,P40,F02,666
2382,PCGF6,P40,F03,633
2383,ZNF397,P40,F04,721
2384,STON1-GTF2A1L,P40,F05,617
2385,FAM172A,P40,F06,606
2386,ASB8,P40,F07,750
2387,SMAD4,P40,F08,784
2388,neg,P40,F09,645
2389,SMAD1,P40,F10,521
2390,FAM172A,P40,F11,564
2391,Pos,P40,G02,1046
2392,SMAD2,P40,G03,665
2393,SMAD1,P40,G04,511
2394,MXD1,P40,G05,668
2395,ZNF394,P40,G06,660
2396,SMAD5,P40,G07,548
2397,Ebf1,P40,G08,781
2398,SMAD3,P40,G09,682
2399,STON1-GTF2A1L,P40,G10,604
2400,ZNF326,P40,G11,565
2401,neg,P41,B02,669
2402,MAML2,P41,B03,650
2403,SOX9,P41,B04,749
2404,NR2F2,P41,B05,621
2405,SP2,P41,B06,647
2406,NFYC,P41,B07,926
2407,SOX12,P41,B08,692
2408,SP3,P41,B09,723
2409,Ebf1,P41,B10,711
2410,NFYA,P41,B11,687
2411,Pos,P41,C02,1083
2412,TFE3,P41,C03,633
2413,SOX12,P41,C04,837
2414,NFYC,P41,C05,888
2415,SP1,P41,C06,974
2416,MYPOP,P41,C07,702
2417,MAML2,P41,C08,649
2418,TFE3,P41,C09,712
2419,TFDP1,P41,C10,646
2420,neg,P41,C11,606
2421,neg,P41,D02,628
2422,SP1,P41,D03,765
2423,SP2,P41,D04,658
2424,NFX1,P41,D05,593
2425,neg,P41,D06,724
2426,SP3,P41,D07,760
2427,NFKBIL1,P41,D08,750
2428,NFKBIE,P41,D09,715
2429,NR2F2,P41,D10,629
2430,TFDP2,P41,D11,581
2431,Pos,P41,E02,951
2432,MYPOP,P41,E03,678
2433,SOX9,P41,E04,825
2434,Ebf1,P41,E05,820
2435,NFKBIE,P41,E06,853
2436,MAML2,P41,E07,616
2437,TFDP2,P41,E08,639
2438,SP2,P41,E09,626
2439,SP1,P41,E10,794
2440,NFX1,P41,E11,551
2441,neg,P41,F02,605
2442,SOX12,P41,F03,745
2443,SP3,P41,F04,854
2444,NFYA,P41,F05,653
2445,TFDP1,P41,F06,631
2446,TFE3,P41,F07,545
2447,SOX9,P41,F08,788
2448,neg,P41,F09,682
2449,NFKBIL1,P41,F10,730
2450,TFDP1,P41,F11,727
2451,Pos,P41,G02,990
2452,NFX1,P41,G03,577
2453,NFKBIL1,P41,G04,738
2454,NFKBIE,P41,G05,746
2455,TFDP2,P41,G06,625
2456,NR2F2,P41,G07,636
2457,Ebf1,P41,G08,732
2458,NFYC,P41,G09,796
2459,NFYA,P41,G10,697
2460,MYPOP,P41,G11,678
2461,neg,P42,B02,673
2462,THRA,P42,B03,613
2463,ZBTB17,P42,B04,643
2464,TMF1,P42,B05,799
2465,TADA3,P42,B06,733
2466,TLE1,P42,B07,680
2467,TP53,P42,B08,753
2468,LITAF,P42,B09,728
2469,Ebf1,P42,B10,798
2470,TRIM25,P42,B11,689
2471,Pos,P42,C02,1081
2472,MAGED1,P42,C03,717
2473,TP53,P42,C04,765
2474,TLE1,P42,C05,712
2475,ZNF174,P42,C06,702
2476,THRB,P42,C07,682
2477,THRA,P42,C08,636
2478,MAGED1,P42,C09,756
2479,VEZF1,P42,C10,716
2480,neg,P42,C11,585
2481,neg,P42,D02,664
2482,ZNF174,P42,D03,729
2483,TADA3,P42,D04,696
2484,TIAL1,P42,D05,615
2485,neg,P42,D06,592
2486,LITAF,P42,D07,696
2487,KLF10,P42,D08,757
2488,SPI1,P42,D09,680
2489,TMF1,P42,D10,699
2490,TP53BP1,P42,D11,762
2491,Pos,P42,E02,1119
2492,THRB,P42,E03,691
2493,ZBTB17,P42,E04,736
2494,Ebf1,P42,E05,826
2495,SPI1,P42,E06,735
2496,THRA,P42,E07,634
2497,TP53BP1,P42,E08,682
2498,TADA3,P42,E09,735
2499,ZNF174,P42,E10,684
2500,TIAL1,P42,E11,592
2501,neg,P42,F02,639
2502,TP53,P42,F03,749
2503,LITAF,P42,F04,658
2504,TRIM25,P42,F05,678
2505,VEZF1,P42,F06,693
2506,MAGED1,P42,F07,611
2507,ZBTB17,P42,F08,710
2508,neg,P42,F09,583
2509,KLF10,P42,F10,567
2510,VEZF1,P42,F11,587
2511,Pos,P42,G02,1007
2512,TIAL1,P42,G03,589
2513,KLF10,P42,G04,638
2514,SPI1,P42,G05,634
2515,TP53BP1,P42,G06,631
2516,TMF1,P42,G07,751
2517,Ebf1,P42,G08,733
2518,TLE1,P42,G09,641
2519,TRIM25,P42,G10,673
2520,THRB,P42,G11,698
2521,neg,P43,B02,713
2522,TBPL1,P43,B03,659
2523,SOX13,P43,B04,743
2524,DEAF1,P43,B05,749
2525,HEXIM1,P43,B06,715
2526,MYBBP1A,P43,B07,616
2527,HTATIP2,P43,B08,629
2528,RBCK1,P43,B09,657
2529,Ebf1,P43,B10,828
2530,NR1D1,P43,B11,555
2531,Pos,P43,C02,951
2532,MXD4,P43,C03,638
2533,HTATIP2,P43,C04,647
2534,MYBBP1A,P43,C05,739
2535,DRAP1,P43,C06,673
